id,expression,is_sharpe,is_fitness,ic_mean,turnover,min_sub_sr,pnl_kurtosis,rolling_sr_std,pnl_skew,h1_sr,h2_sr,n_gates_pass,all_pass,g_is_sharpe,g_fitness,g_ic,g_stable,g_turnover,g_sub_sr,g_kurtosis,g_roll_std,g_skew
133,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), rank(momentum_20d)), 60)",3.652808783658682,27.37915401266228,-0.017731011364780194,0.03734184917727137,3.723133891673965,4.618446226572817,0.039065442276671254,0.4120327642136848,7.161798261761765,3.723133891673965,9,True,True,True,True,True,True,True,True,True,True
134,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(vwap, beta_to_btc), open, 60)), 6)",4.233392960639067,11.43516878617444,-0.008814134232129121,0.26557557857858183,1.7084992805662158,4.404491921706289,0.05106437171975453,0.8331615086246129,1.7084992805662158,4.310737221258987,8,False,True,True,True,True,True,True,True,False,True
135,"add(ts_rank(rank(historical_volatility_20), 240), ts_sum(open_close_range, 3))",3.819674460152224,13.315770794710941,-0.00927469174162719,0.10963521332480382,-0.054451014800987234,14.391220158136957,0.041444221798036966,0.2335433816027188,-0.054451014800987234,3.9578581489646454,7,False,True,True,True,False,True,False,True,True,True
136,"stddev(df_min(df_min(Abs(historical_volatility_20), rank(lower_shadow)), correlation(df_max(historical_volatility_20, historical_volatility_20), open, 60)), 6)",3.333286243905295,7.300188582144664,-0.007149855036840724,0.25945635379136,-7.125801668253184,5.246084530096653,0.04875751682902519,0.7904475278088501,-7.125801668253184,3.5391952876426367,7,False,True,True,True,False,True,False,True,True,True
137,"Abs(multiply(historical_volatility_20, Decay_exp(true_divide(momentum_20d, adv20), 3)))",4.364148493575037,21.899846220699626,-0.013465477685466895,0.11799619680306704,4.147692914166471,17.44672663232134,0.040774967169993744,1.4956284125940298,4.147692914166471,4.48156005328318,9,True,True,True,True,True,True,True,True,True,True
138,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(Abs(momentum_20d), open, 180)), 6)",4.279009514426059,13.971855959373542,-0.008502518014375307,0.21464016240980235,1.307482498023271,4.910031059141707,0.051011800619493695,0.8162488257093785,1.307482498023271,4.349416361865959,8,False,True,True,True,True,True,True,True,False,True
139,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(vwap, historical_volatility_20), ts_sum(adv60, 60), 60)), 6)",3.9066834124368244,10.406693641052053,-0.00698332162896771,0.23432036691708472,0.0,7.572637171812903,0.03729143782552577,1.0096303572955325,0.0,4.017652370103548,7,False,True,True,True,False,True,False,True,True,True
140,"stddev(df_min(df_min(Abs(momentum_20d), rank(upper_shadow)), correlation(df_max(momentum_20d, historical_volatility_20), open, 60)), 6)",3.3645626152869608,8.024561425361181,-0.009775263924066167,0.27541630564971087,-6.81924746696774,11.86722008470226,0.0528909185949922,1.0875498708251239,-6.81924746696774,3.496422554123602,6,False,True,True,True,False,True,False,True,False,True
141,"add(ts_rank(sqrt(df_min(historical_volatility_20, open)), 240), ts_sum(open_close_range, 3))",3.8191572471385755,13.194696570411066,-0.010630785129362857,0.14141440490352927,2.6881836507059855,19.49272593817709,0.055778626801254096,0.40241488181779606,2.6881836507059855,4.120130149209422,8,False,True,True,True,True,True,True,True,False,True
142,"add(ts_rank(stddev(momentum_20d, 18), 240), ts_sum(open_close_range, 3))",2.7803910385355834,6.897435776008136,-0.006656499057508941,0.19794201298854508,1.8730558960791819,14.229500260657684,0.045047337574814605,-0.1423213511543821,1.8730558960791819,2.7680372564024798,8,False,False,True,True,True,True,True,True,True,True
143,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(delay(volume_momentum_5_20, 90), open, 60)), 6)",3.9603096907262816,9.81032955299444,-0.0053085055937930154,0.2623743175348133,0.0,7.700885864744474,0.047571347163219806,1.281550628007539,0.0,4.1065468585345055,7,False,True,True,True,False,True,False,True,True,True
144,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), ts_rank(parkinson_volatility_20, 36)), 6)",5.089017076569501,16.75249985700744,-0.011421000002316014,0.2705719571469428,5.178585589914183,5.038263834968528,0.04147433477096819,0.7131215536403884,9.615826652196894,5.178585589914183,9,True,True,True,True,True,True,True,True,True,True
145,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(ts_max(historical_volatility_60, 30), open, 60)), 6)",4.443723191063249,13.182335103864379,-0.0068138018486319655,0.2366612331122153,0.0,8.271449311864878,0.04633948967499416,0.7695304290660512,0.0,4.570214690785988,7,False,True,True,True,False,True,False,True,True,True
146,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(parkinson_volatility_60, momentum_20d, 60)), 6)",3.2702397465089477,8.574766646764953,-0.009381785348126155,0.2286754864388922,0.0,10.23435074477861,0.03960506503871807,0.7981404447875514,0.0,3.3629297482634826,7,False,True,True,True,False,True,False,True,True,True
147,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(stddev(adv20, 60), open, 60)), 6)",4.359883554188938,12.177757083369992,-0.004944127042971886,0.2694505706009237,3.592283425209646,8.028703243875121,0.03917836759968133,0.8844473684953934,3.592283425209646,4.448090894790777,9,True,True,True,True,True,True,True,True,True,True
148,"add(ts_rank(stddev(open, 18), 240), ts_sum(open_close_range, 3))",3.3068462023926144,9.241847926936451,-0.005228462188787582,0.20220766800893586,3.0740660952025776,14.13532544871546,0.04481808495924859,-0.46461244772504146,3.0740660952025776,3.216000071878364,9,True,True,True,True,True,True,True,True,True,True
149,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(vwap, historical_volatility_20), correlation(high_low_range, momentum_5d, 180), 60)), 6)",3.8958951248098876,10.382364855910499,-0.005342818642340719,0.26122647419056805,3.958518997266251,9.224993246501395,0.03852999688231464,1.0445888802844814,8.045454478765754,3.958518997266251,9,True,True,True,True,True,True,True,True,True,True
150,"add(ts_rank(ts_rank(square(close), 240), 240), ts_sum(add(parkinson_volatility_20, correlation(momentum_20d, high, 18)), 3))",3.3908451808236086,8.780799833474974,-0.0076728333805287765,0.19826213283273952,-6.363729288337773,5.711513191665049,0.04623427259587297,-0.13082594601553657,-6.363729288337773,3.6607747940215845,7,False,True,True,True,False,True,False,True,True,True
151,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(sma(volume_momentum_5_20, 90), open, 60)), 6)",3.7349888986707103,9.493138257083794,-0.004872231040009549,0.2620877835199238,-1.5434023862550819,9.452059104831037,0.0527076947130198,0.9882800125476848,-1.5434023862550819,3.8453635595102114,6,False,True,True,True,False,True,False,True,False,True
152,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(ts_min(historical_volatility_20, 24), open, 60)), 6)",3.6166488139572395,8.509541014242565,-0.008639803299456811,0.28210242905926136,3.6279054527817514,7.352195630666853,0.03493768399308988,1.0112961030553973,8.011111634104342,3.6279054527817514,9,True,True,True,True,True,True,True,True,True,True
153,"Abs(multiply(subtract(momentum_20d, zscore_cs(low)), true_divide(normalize(momentum_5d), adv20)))",4.677609138280301,15.495437234531641,0.000784205893514946,0.2299319408765716,4.760001617914163,13.505894967034614,0.04998931609585001,1.7170164131118486,7.983085379588543,4.760001617914163,9,True,True,True,True,True,True,True,True,True,True
154,"Abs(multiply(subtract(subtract(momentum_20d, returns), zscore_cs(low)), true_divide(add(high_low_range, momentum_5d), adv20)))",3.9392647112807917,14.25861144281143,-0.01116515504646407,0.22527322176433276,4.018665355817054,9.855894811283108,0.04260899258411407,0.7925256433909383,6.920621340322359,4.018665355817054,9,True,True,True,True,True,True,True,True,True,True
155,"stddev(df_min(df_min(Abs(momentum_20d), Sign(volume_momentum_1)), correlation(df_max(vwap, historical_volatility_20), open, 60)), 6)",3.6146458792091734,9.5681810716495,-0.005618848712807091,0.2510481336046984,0.5408086352952742,7.039588560966197,0.040214402783584666,0.43156471063367163,0.5408086352952742,3.676817586521713,8,False,True,True,True,True,True,False,True,True,True
156,"Abs(multiply(subtract(subtract(momentum_20d, returns), zscore_cs(low)), true_divide(normalize(historical_volatility_20), adv20)))",3.8319338800386196,15.816782399608693,0.008245897735350241,0.11600943134661143,3.884644735611046,11.420478993176975,0.044869649070151424,1.2250243328712191,7.765552737491225,3.884644735611046,9,True,True,True,True,True,True,True,True,True,True
157,"Abs(multiply(subtract(momentum_20d, returns), ts_skewness(df_min(low, parkinson_volatility_20), 48)))",3.5883819933591816,12.299891092521017,-0.008658636419162547,0.2037113738149797,3.608205700514518,8.458538114884387,0.039919210264390645,0.7397843190081952,7.513280719911726,3.608205700514518,9,True,True,True,True,True,True,True,True,True,True
158,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(Abs(momentum_20d), parkinson_volatility_60, 60)), 6)",3.425187549947862,8.757430826796973,-0.007348553372418567,0.2469096652460605,0.0,10.90992770364278,0.0417303827250211,0.9497427682902317,0.0,3.5223170859161392,7,False,True,True,True,False,True,False,True,True,True
159,"Abs(multiply(subtract(subtract(momentum_20d, returns), zscore_cs(low)), true_divide(zscore_cs(parkinson_volatility_20), adv20)))",4.093844980030431,22.90459065762516,-0.004341491502024889,0.09307725378159301,4.155910720702776,14.358537289118736,0.04099896337349241,1.4268589621139738,9.191388729112296,4.155910720702776,9,True,True,True,True,True,True,True,True,True,True
160,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(vwap, historical_volatility_20), sma(momentum_20d, 48), 60)), 6)",3.6954689148963524,9.695255904050718,-0.01025885013840478,0.2517967040667159,3.7889848366559535,7.820759148131837,0.04368242276613622,0.9820679129190669,7.211840357904395,3.7889848366559535,9,True,True,True,True,True,True,True,True,True,True
161,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(vwap, historical_volatility_20), correlation(volume_momentum_5_20, dollars_traded, 240), 60)), 6)",4.117893993150794,11.357241420041177,-0.003481894912163745,0.25096647396144894,4.447946201965528,11.049674748502575,0.043387273513987225,0.9831860828667129,6.313566998937408,4.447946201965528,9,True,True,True,True,True,True,True,True,True,True
162,"Abs(multiply(subtract(subtract(momentum_20d, returns), zscore_cs(low)), true_divide(stddev(momentum_60d, 6), sqrt(adv20))))",4.19723184218466,16.247558275166305,-0.02032824717035662,0.18957923998366719,0.0,7.745772205849616,0.04658211383532527,0.6090860037335161,0.0,4.316586691618119,7,False,True,True,True,False,True,False,True,True,True
163,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(sma(historical_volatility_20, 120), open, 60)), 6)",3.8078326351607443,9.86706542385004,-0.009934645829660669,0.25610512287176673,-5.411127480874113,8.810323796472488,0.03583549521900309,1.2093686563145312,-5.411127480874113,3.87502773992091,7,False,True,True,True,False,True,False,True,True,True
164,"Abs(multiply(subtract(subtract(momentum_20d, returns), zscore_cs(low)), true_divide(correlation(momentum_60d, historical_volatility_120, 24), sqrt(adv20))))",3.5502370639169842,11.468520219820498,-0.006877712569984986,0.190930139844187,0.0,9.660101267091878,0.03981796219832174,0.7385720195884976,0.0,3.650954318626689,7,False,True,True,True,False,True,False,True,True,True
165,"Abs(multiply(subtract(subtract(momentum_20d, returns), zscore_cs(adv20)), true_divide(beta_to_btc, sqrt(adv20))))",4.267129447532487,19.80524934439413,-0.0017860362123756008,0.13043565493632966,4.378732221859576,19.81968792931651,0.036319211130827346,1.3860951287654095,6.191752923208819,4.378732221859576,9,True,True,True,True,True,True,True,True,True,True
166,"Abs(multiply(subtract(subtract(momentum_20d, returns), zscore_cs(low)), true_divide(ts_min(beta_to_btc, 240), sqrt(adv20))))",3.927968661497265,18.031810809741952,-0.00711484756000005,0.11589601060734782,4.012236767029113,14.773781965076232,0.03546573929448586,0.8603179200833839,7.179779758388359,4.012236767029113,9,True,True,True,True,True,True,True,True,True,True
167,"Abs(multiply(subtract(momentum_20d, zscore_cs(low)), sma(correlation(volume_momentum_1, beta_to_btc, 6), 36)))",3.629626737414639,12.106838268034718,-0.007155836583614596,0.19474635900743123,3.7630503808549545,7.235823073344943,0.04283374115173945,0.5896123556484612,7.311236467323446,3.7630503808549545,9,True,True,True,True,True,True,True,True,True,True
168,"Abs(multiply(subtract(momentum_20d, zscore_cs(low)), true_divide(ts_skewness(parkinson_volatility_20, 240), ts_sum(dollars_traded, 240))))",3.692229311899389,17.32227661036093,-0.006354414046265961,0.09867052419414553,3.7066210983380454,24.141361131435414,0.046764527925581355,2.253675477688311,8.121283696929423,3.7066210983380454,8,False,True,True,True,True,True,True,False,True,True
169,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(vwap, historical_volatility_20), Decay_lin(historical_volatility_10, 90), 60)), 6)",3.9003764042713107,10.404053592271385,-0.007458907978401472,0.25808022735377095,0.0,10.826012517700047,0.040166944395915956,1.1500103407794104,0.0,3.988929809565492,7,False,True,True,True,False,True,False,True,True,True
170,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(volume_momentum_5_20, historical_volatility_20), historical_volatility_20, 60)), 6)",4.328165285341029,12.630879221547755,-0.008100373872907404,0.2648771585334282,4.368504466848534,8.622240549945204,0.034975593130230076,0.9128070993544171,6.787672378593867,4.368504466848534,9,True,True,True,True,True,True,True,True,True,True
171,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(vwap, historical_volatility_20), stddev(parkinson_volatility_20, 180), 60)), 6)",3.4836464747988685,8.590506529459805,-0.006069195094126779,0.2455543705105536,3.5818733481437355,7.292976799532096,0.034792291608563994,0.8450016179257022,5.719974994251779,3.5818733481437355,9,True,True,True,True,True,True,True,True,True,True
172,"add(ts_rank(ts_rank(close, 240), 240), normalize(ts_zscore(adv60, 60)))",3.3405727212202163,10.73599026542602,-0.015492079291741087,0.13807298639922053,0.0,8.10009667523514,0.0557244074548306,-0.01971095330531838,0.0,3.45468884133124,6,False,True,True,True,False,True,False,True,False,True
173,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(vwap, historical_volatility_20), historical_volatility_20, 36)), 6)",4.156610485820507,10.952499173337054,-0.009883000208112308,0.2810651320987998,0.6152718632510109,8.56654453647802,0.03753230158621602,0.8955096816724134,0.6152718632510109,4.339361007263024,8,False,True,True,True,True,True,False,True,True,True
174,"Abs(multiply(subtract(Decay_exp(momentum_20d, 6), zscore_cs(low)), true_divide(ts_skewness(close_position_in_range, 120), ts_sum(quote_volume, 240))))",3.8369151574311946,13.543972270888773,-0.0038617364744644813,0.1583206213873799,3.6673966284371184,11.879686525519386,0.05399514375081244,1.2079124503536167,7.892585232972136,3.6673966284371184,8,False,True,True,True,True,True,True,True,False,True
175,"Abs(multiply(subtract(Decay_exp(momentum_20d, 120), zscore_cs(low)), true_divide(ts_skewness(close_position_in_range, 30), ts_sum(dollars_traded, 240))))",3.8605237465887656,11.156111582678871,-0.001167574047979762,0.26109521372281036,3.860730620142996,12.252177961972674,0.04282280091113076,1.1392163972350202,7.273464608538625,3.860730620142996,9,True,True,True,True,True,True,True,True,True,True
176,"Abs(multiply(subtract(Decay_exp(momentum_20d, 240), zscore_cs(low)), true_divide(delta(parkinson_volatility_10, 30), ts_sum(dollars_traded, 240))))",3.741858748311476,17.58345507373806,-0.00919858683703714,0.11771617372689985,2.418134880073849,9.359154955287071,0.04045111922600879,0.6398403141735125,2.418134880073849,3.7993583587463027,9,True,True,True,True,True,True,True,True,True,True
177,"add(ts_rank(ts_rank(square(historical_volatility_120), 240), 240), ts_rank(square(close), 240))",3.1908660274884717,7.643244070024882,-0.015819198991673594,0.20833770710039015,0.0,6.257092616851108,0.04673479161768236,0.532817648001701,0.0,3.2812360496920725,7,False,True,True,True,False,True,False,True,True,True
178,"Abs(multiply(ts_sum(returns, 120), normalize(beta_to_btc)))",3.4766459573959096,13.003860354913703,-0.012996143847809167,0.17672261571920816,0.5241082411388456,9.230883580072792,0.04078750826332194,0.5895129234634614,0.5241082411388456,3.4973991712855184,8,False,True,True,True,True,True,False,True,True,True
179,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(stddev(volume_momentum_5_20, 180), open, 60)), 6)",3.670710858557741,8.941983987650351,-0.006421117161171392,0.2654131199340468,3.5879090591547422,8.15740064023344,0.043338887160296366,0.9453753693977283,4.176689892619155,3.5879090591547422,9,True,True,True,True,True,True,True,True,True,True
180,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(ts_sum(close, 3), open, 6)), 6)",4.3861613720718715,12.117693746301164,-0.014262030994680552,0.2858449003360805,-1.6785252887337712,4.357627754050859,0.04627695181782686,0.6534731223978324,-1.6785252887337712,4.628322887507278,7,False,True,True,True,False,True,False,True,True,True
181,"Abs(multiply(ts_skewness(momentum_5d, 30), true_divide(ts_sum(returns, 120), ts_sum(dollars_traded, 180))))",4.154664535414986,12.911125477741557,-0.0075063825922283165,0.24773841130103208,4.026289903604829,24.92187764429969,0.0433291762282802,2.009727973041703,4.026289903604829,4.098807607255452,8,False,True,True,True,True,True,True,False,True,True
182,"Abs(multiply(ts_sum(returns, 120), log(open)))",4.062889799804091,20.92924264637494,0.00032280816809569535,0.10727725218196119,-3.37932242297884,11.941960421336304,0.0398684571720034,1.1478574750332786,-3.37932242297884,4.1759824407515245,7,False,True,True,True,False,True,False,True,True,True
183,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(historical_volatility_20, historical_volatility_20), rank(momentum_60d), 60)), 6)",3.6785734458327854,9.571875258446518,-0.008704663959782241,0.2523592852153782,0.0,9.87978043874956,0.04284733750989159,1.3908606538119035,0.0,3.78297738036642,7,False,True,True,True,False,True,False,True,True,True
184,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(high, historical_volatility_20), Decay_lin(parkinson_volatility_20, 240), 60)), 6)",3.3335335991824024,8.334903378133093,-0.010671515338456793,0.22339084592942376,0.0,8.714952614452585,0.046950701359191625,1.2362197057312252,0.0,3.6322358060732984,7,False,True,True,True,False,True,False,True,True,True
185,"Abs(multiply(ts_sum(returns, 120), multiply(momentum_5d, delta(historical_volatility_10, 36))))",3.701452090072237,14.964087180931495,-0.015236232620025941,0.18030592911419288,3.8015826298289266,10.416228188785329,0.04614513261072439,0.7446743629085578,8.83232968475762,3.8015826298289266,9,True,True,True,True,True,True,True,True,True,True
186,"Abs(multiply(ts_sum(returns, 120), true_divide(true_divide(turnover, volume), ts_sum(dollars_traded, 180))))",4.327428228715641,23.081133657794418,-0.007429947073281093,0.09741269447960857,4.216508623935209,15.615390300434914,0.037404774168951285,1.3310841059825733,13.193945172427384,4.216508623935209,9,True,True,True,True,True,True,True,True,True,True
187,"Abs(multiply(ts_sum(returns, 120), true_divide(ts_skewness(beta_to_btc, 180), ts_sum(dollars_traded, 180))))",3.7612497599948878,14.653897956661723,-0.004582140211120449,0.12136299437898308,3.746651651810505,8.884635439336162,0.05636638991634381,0.8362768777798569,6.459344602945043,3.746651651810505,8,False,True,True,True,True,True,True,True,False,True
188,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(historical_volatility_10, historical_volatility_120), log(open), 60)), 6)",3.56437062152662,9.248874274929577,-0.005881780760446948,0.24595805072936652,0.0,10.923844499328865,0.03643432676094865,0.7640956447488061,0.0,3.6654936522958246,7,False,True,True,True,False,True,False,True,True,True
189,"Abs(multiply(ts_sum(returns, 120), true_divide(true_divide(adv60, historical_volatility_10), ts_sum(dollars_traded, 180))))",4.106501032140659,11.168641642287714,0.0019074702341472264,0.20440422818477427,0.0,10.309824668710117,0.052762722576946634,0.6224708477643753,0.0,4.116358925397507,6,False,True,True,True,False,True,False,True,False,True
190,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(high, historical_volatility_20), ts_sum(parkinson_volatility_60, 60), 60)), 6)",4.1754267925363076,11.750497375438046,-0.007002612642354785,0.22340166181855553,0.0,8.46980963594255,0.03703120080774456,1.051006323108167,0.0,4.294151330368146,7,False,True,True,True,False,True,False,True,True,True
191,"Abs(multiply(ts_sum(returns, 120), ts_rank(correlation(historical_volatility_10, dollars_traded, 24), 36)))",3.9051889693791804,12.350770018070975,-0.009245042245385669,0.25865806850014306,1.6390143162688044,10.393554938436324,0.04024672021000437,0.6108057200774263,1.6390143162688044,3.943695536902894,9,True,True,True,True,True,True,True,True,True,True
192,"Abs(multiply(ts_sum(returns, 120), ts_rank(beta_to_btc, 30)))",4.491423179607592,15.133374598308096,-0.006272133275934849,0.2676855263178957,-0.25408956803767385,9.571280748179348,0.04045107564576965,0.758774540738912,-0.25408956803767385,4.54598738403088,7,False,True,True,True,False,True,False,True,True,True
193,"stddev(ts_sum(momentum_20d, 240), 6)",3.3333929685232673,19.618384841595173,-0.015613082779821963,0.06698272642352854,3.40918471970121,8.342187453223715,0.04406522622987479,0.7274084434458155,3.8089430272351867,3.40918471970121,9,True,True,True,True,True,True,True,True,True,True
194,"Abs(multiply(ts_sum(returns, 120), true_divide(ts_kurtosis(close, 48), ts_sum(dollars_traded, 180))))",4.313009873726167,14.449798190926938,-0.004262400045935715,0.23022110493413656,4.1264889926401045,24.541086073339265,0.0488518745124264,1.6156578351493693,6.254727623274916,4.1264889926401045,8,False,True,True,True,True,True,True,False,True,True
195,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(ts_min(historical_volatility_10, 30), log(open), 60)), 6)",3.370939399196171,7.655415078380462,-0.0056261353165953775,0.29021977666680726,-4.633276185052154,6.320861116981498,0.04251322839011382,1.0054966853325147,-4.633276185052154,3.478951848750273,7,False,True,True,True,False,True,False,True,True,True
196,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), correlation(df_max(high, historical_volatility_20), sma(parkinson_volatility_60, 24), 60)), 6)",4.369679576699895,12.643377897068106,-0.008208680312264963,0.22873902759189835,0.0,9.354213001218678,0.03900803016797198,1.1878381512863012,0.0,4.494025060558344,7,False,True,True,True,False,True,False,True,True,True
197,"Abs(multiply(ts_sum(returns, 120), correlation(open_close_range, sma(parkinson_volatility_10, 48), 60)))",4.4074963096025845,15.094256347234316,-0.009174110849388364,0.26572147863323997,4.357878542854167,13.03576647833038,0.03926857496449874,0.8356987295348521,4.884427345290045,4.357878542854167,9,True,True,True,True,True,True,True,True,True,True
198,"Abs(multiply(ts_sum(returns, 120), true_divide(square(volume_momentum_5_20), ts_sum(dollars_traded, 180))))",3.688174742281591,17.669923859083863,-0.007670555623679373,0.10138358774875778,1.1858770872352076,11.05027660228891,0.053964173032294165,0.8896709106285436,1.1858770872352076,3.6905198453805674,8,False,True,True,True,True,True,True,True,False,True
199,"Abs(multiply(ts_sum(returns, 120), correlation(close_position_in_range, beta_to_btc, 180)))",4.216935586496778,14.762246878144445,-0.0055445000898999884,0.21192730465134804,4.165549079849732,7.973703033383425,0.030647700345432242,0.515657640169881,4.274542616295972,4.165549079849732,9,True,True,True,True,True,True,True,True,True,True
200,"Abs(multiply(ts_sum(returns, 120), correlation(low, close_position_in_range, 180)))",4.887336425665932,17.326580804181635,-0.00974971261209886,0.23083717000085185,3.7434017595818947,7.330240898926282,0.03919836185100186,0.757914461628961,3.7434017595818947,4.794570642625359,9,True,True,True,True,True,True,True,True,True,True
201,"ts_zscore(rank(ts_rank(df_max(historical_volatility_120, close), 240)), 240)",3.4565406777291767,7.476902418771474,-0.013392491481008826,0.23824764435435586,3.6185340443379173,3.9805811628189973,0.05270592261630049,0.1216108829265165,4.200106143603619,3.6185340443379173,8,False,True,True,True,True,True,True,True,False,True
202,"Abs(multiply(ts_sum(returns, 120), true_divide(correlation(lower_shadow, vwap_deviation, 18), ts_sum(dollars_traded, 180))))",4.135962793311814,11.91373230171286,-0.0022264578327388924,0.24244105722953174,3.976225520469546,14.572152490574577,0.0493971274726464,1.649287399936154,6.475130529211005,3.976225520469546,9,True,True,True,True,True,True,True,True,True,True
203,"Abs(multiply(ts_sum(returns, 120), true_divide(correlation(beta_to_btc, volume, 120), ts_sum(dollars_traded, 180))))",3.9836493764701593,16.881092204044446,-0.0034588709681706692,0.12894116111197837,3.7979455855277773,25.518009916849223,0.03958425177383732,2.321246663283664,12.999921029683406,3.7979455855277773,8,False,True,True,True,True,True,True,False,True,True
204,"Abs(multiply(ts_sum(returns, 120), sqrt(correlation(close, upper_shadow, 90))))",4.2616076348512335,15.516575402161134,-0.013048153386867782,0.24093737450907643,-0.05331361075502719,8.008259513263937,0.034147283460457,0.6839370650342333,-0.05331361075502719,4.431882382087085,7,False,True,True,True,False,True,False,True,True,True
205,"stddev(df_min(df_min(Abs(momentum_20d), df_max(close, volume_momentum_1)), correlation(df_max(high, historical_volatility_20), log(open), 60)), 6)",2.732315174714918,7.123709593907257,-0.016656952579906216,0.24002154788439925,-6.970116079992733,13.611354273192767,0.05308500158580222,1.2109632668128356,-6.970116079992733,2.8716907382857757,5,False,False,True,True,False,True,False,True,False,True
206,"Abs(multiply(ts_sum(returns, 120), ts_zscore(historical_volatility_60, 36)))",3.7461832532258246,12.028052155967936,-0.011834458309376286,0.22527933148188362,0.0,8.301809020843585,0.03811101347823659,0.46745902552663754,0.0,3.8525313495026765,7,False,True,True,True,False,True,False,True,True,True
207,"add(ts_rank(df_max(volume_momentum_5_20, high), 240), ts_sum(open_close_range, 3))",3.6731012492452484,11.647289669069673,-0.011132437084347349,0.13583347578456031,2.869290475674945,8.635423952112227,0.04462705122913747,0.10757669193026288,2.869290475674945,3.719559547510203,9,True,True,True,True,True,True,True,True,True,True
208,"stddev(df_min(df_min(Abs(momentum_20d), rank(lower_shadow)), rank(ts_kurtosis(historical_volatility_60, 240))), 6)",3.7435924524517685,10.287507610422944,-0.010345801112915056,0.2430802543442569,0.0,6.696461485919593,0.04448893416665712,1.0234612856990783,0.0,3.849866023348583,7,False,True,True,True,False,True,False,True,True,True
209,"add(ts_rank(ts_rank(ts_max(open_close_range, 90), 240), 240), ts_rank(square(close), 240))",3.358085183146249,10.796137248314054,-0.009930114534858418,0.127772405438775,3.3310900500141862,6.1892180676990565,0.047292895761613586,0.4749437363934108,3.8939174297843016,3.3310900500141862,9,True,True,True,True,True,True,True,True,True,True
