date,port_return_0bps,port_return_3bps,turnover
2024-09-01 00:00:00,0.0003862903851056465,0.0003862903851056465,0.0
2024-09-01 04:00:00,0.0024486327266887344,0.002010269054251197,0.7306061207292289
2024-09-01 08:00:00,0.0012184896799060404,0.0008102614873159719,0.6803803209834476
2024-09-01 12:00:00,0.0003357719245549058,-4.646352851228429e-05,0.6370590884453169
2024-09-01 16:00:00,0.003078847496047545,0.00268459933013485,0.6570802765211583
2024-09-01 20:00:00,0.0018197638366591726,0.0014759899757063766,0.5729564349213266
2024-09-02 00:00:00,0.00045907241060403497,5.176471646952839e-05,0.6788461568908444
2024-09-02 04:00:00,0.0008952468168242135,0.0005524861155801891,0.5712678354067072
2024-09-02 08:00:00,0.0010924844776232091,0.0006674613650937806,0.7083718542157142
2024-09-02 12:00:00,0.0004094552415114447,-4.45443012752576e-05,0.7566659046445039
2024-09-02 16:00:00,0.0054386595750949085,0.005010828680139045,0.7130514915931059
2024-09-02 20:00:00,0.00518723542932261,0.004798115729811043,0.6485328325192777
2024-09-03 00:00:00,0.002435849739200753,0.0020152179209620676,0.7010530303978093
2024-09-03 04:00:00,-0.0010068147284939626,-0.0014038401073643843,0.661708964784036
2024-09-03 08:00:00,0.0008769740981094071,0.0004647315439466573,0.687070923604583
2024-09-03 12:00:00,0.0028742808664576625,0.002531655978123685,0.5710414805566287
2024-09-03 16:00:00,0.003361769617740271,0.0029541880145505166,0.6793026719829239
2024-09-03 20:00:00,6.136619039040438e-05,-0.0003408265641157027,0.6703212575101785
2024-09-04 00:00:00,0.0026403461343792595,0.0022229733626297284,0.6956212862492187
2024-09-04 04:00:00,0.0067290662457506235,0.006282158147833217,0.7448468298623433
2024-09-04 08:00:00,0.0021940691258410415,0.0017910054876591282,0.6717727303031888
2024-09-04 12:00:00,0.0058539247796843335,0.0054961503610006755,0.5962906978060973
2024-09-04 16:00:00,-0.00026879101982777613,-0.0007421458086817797,0.788924648090006
2024-09-04 20:00:00,-0.00021591820516465583,-0.0006521117273930828,0.726989203714045
2024-09-05 00:00:00,-5.8998607817201294e-05,-0.00045486324761655477,0.6597743996655892
2024-09-05 04:00:00,0.006802948277940927,0.006404755755624127,0.6636542038613327
2024-09-05 08:00:00,0.0007444814135073596,0.00038677948068738314,0.5961698880332942
2024-09-05 12:00:00,0.002959464870693114,0.0025884909025465693,0.6182899469109083
2024-09-05 16:00:00,-0.000862885796190769,-0.00123095364111121,0.6134464082007349
2024-09-05 20:00:00,0.0020651621697623957,0.0016534780932310528,0.6861401275522383
2024-09-06 00:00:00,0.0024580631341962708,0.0020853857427283076,0.6211289857799385
2024-09-06 04:00:00,0.00045239579142453227,5.175514184979006e-05,0.6677344159579037
2024-09-06 08:00:00,-0.0014281743674343357,-0.0018378876555006417,0.68285548011051
2024-09-06 12:00:00,0.0023565426138612154,0.001928817082967747,0.7128758848224473
2024-09-06 16:00:00,-0.0006378597055309526,-0.0011040170671660346,0.7769289360584701
2024-09-06 20:00:00,0.006349387486334128,0.005953859844100649,0.6592127370557987
2024-09-07 00:00:00,0.002806797180132341,0.0024223582178824654,0.6407316037497931
2024-09-07 04:00:00,0.005919559734386347,0.0054699829764188945,0.7492945966124211
2024-09-07 08:00:00,0.0013142901354626477,0.000935361533357929,0.6315476701745313
2024-09-07 12:00:00,0.004258308485395942,0.0038937226549030936,0.6076430508214137
2024-09-07 16:00:00,-0.000686342613434804,-0.0011338441202467782,0.7458358446866238
2024-09-07 20:00:00,0.0014171455377783681,0.001005152564571934,0.6866549553440572
2024-09-08 00:00:00,0.0030011449634296796,0.002584750386912587,0.6939909608618211
2024-09-08 04:00:00,0.0010136255539086815,0.0006224812504857169,0.6519071723716077
2024-09-08 08:00:00,0.004166207811382648,0.0037594114902674016,0.6779938685254102
2024-09-08 12:00:00,-0.0009644630712930559,-0.001370365983647912,0.6765048539247602
2024-09-08 16:00:00,0.0002306486700966929,-0.00019599847398462582,0.7110785734688646
2024-09-08 20:00:00,0.001297870938750704,0.0009143879245492475,0.6391383570024275
2024-09-09 00:00:00,-0.0008985286524803488,-0.0012886369708299517,0.6501805305826716
2024-09-09 04:00:00,0.0039984783966229695,0.0036142522443752714,0.6403769204128303
2024-09-09 08:00:00,0.0022480766989777783,0.001856402063382148,0.6527910593260504
2024-09-09 12:00:00,0.0013654191147214783,0.0009741640190975932,0.6520918260398085
2024-09-09 16:00:00,0.005789340828786723,0.005395974959367965,0.6556097823645969
2024-09-09 20:00:00,0.0017335320713809004,0.001308082514628273,0.7090825945877122
2024-09-10 00:00:00,0.0014025659117791725,0.0010405414634177081,0.6033740806024406
2024-09-10 04:00:00,0.004893634982593466,0.004501773857050656,0.6531018759046838
2024-09-10 08:00:00,0.0011987915989985784,0.0007567633298786616,0.7367137818665281
2024-09-10 12:00:00,0.002167784504258772,0.0017814341634571254,0.6439172346694114
2024-09-10 16:00:00,0.006069287263958532,0.005672068453978374,0.6620313499669304
2024-09-10 20:00:00,0.0039828251201492765,0.003596309833667971,0.6441921441355095
2024-09-11 00:00:00,0.00011840743202345033,-0.00028094637506747314,0.6655896784848725
2024-09-11 04:00:00,0.0026628781230692497,0.002232295065270023,0.7176384296653782
2024-09-11 08:00:00,0.004453064373521071,0.004039622139165685,0.6890703905923106
2024-09-11 12:00:00,0.0012431583460897917,0.0008875040136114168,0.5927572207972914
2024-09-11 16:00:00,0.00023192834833873997,-0.00018232687285810303,0.690425368661405
2024-09-11 20:00:00,0.0014163810280847806,0.0010247255276867313,0.652759167330082
2024-09-12 00:00:00,0.0008592239558541523,0.0004454707473625687,0.6895886808193061
2024-09-12 04:00:00,0.0002857574505284433,-0.00011773008704876064,0.67247922929534
2024-09-12 08:00:00,0.0024022190474023795,0.001977637610802854,0.7076357276658758
2024-09-12 12:00:00,0.0005121497422796928,6.915761997877435e-05,0.7383202038348642
2024-09-12 16:00:00,0.0030301053207566664,0.002586159342358677,0.7399099639966487
2024-09-12 20:00:00,0.0020249105752503547,0.0016211980936282869,0.6728541360367798
2024-09-13 00:00:00,0.0013662826221665942,0.0009998995697704537,0.6106384206602342
2024-09-13 04:00:00,-0.0010970383003408584,-0.0015151291201236533,0.6968180329713248
2024-09-13 08:00:00,0.004243988848354945,0.0038336195368237503,0.6839488525519912
2024-09-13 12:00:00,0.0012261909908761262,0.0008030056066429519,0.7053089737219573
2024-09-13 16:00:00,0.0025292965522489613,0.002139263483054671,0.6500551153238173
2024-09-13 20:00:00,0.0018212328384180389,0.0014257176200801378,0.6591920305631684
2024-09-14 00:00:00,-0.001242175432919608,-0.0016700324922286959,0.7130950988484795
2024-09-14 04:00:00,0.00208119266047373,0.0016755889700984282,0.6760061506255027
2024-09-14 08:00:00,0.0011087676107186173,0.000745794650046745,0.6049549344531205
2024-09-14 12:00:00,0.00354472701385687,0.0031430535272130656,0.6694558110730077
2024-09-14 16:00:00,0.001379017217738543,0.0009689001812859597,0.683528394087639
2024-09-14 20:00:00,0.0015884036654172928,0.0011933144233593862,0.6584820700965113
2024-09-15 00:00:00,0.0011380332721834725,0.0007376052703124102,0.6673800031184373
2024-09-15 04:00:00,-4.033075419394551e-05,-0.0004248880730952896,0.6409288648355735
2024-09-15 08:00:00,0.001114929720745673,0.0006923354410096368,0.7043237995600604
2024-09-15 12:00:00,0.0031787487871119896,0.002789394462466734,0.6489238744087596
2024-09-15 16:00:00,0.000449240418977705,4.160999524700608e-05,0.679384039551165
2024-09-15 20:00:00,0.0016999929404778924,0.0012905331793973723,0.6824329351342001
2024-09-16 00:00:00,0.005875781500414072,0.005475895109874883,0.6664773175653145
2024-09-16 04:00:00,0.0031475132643568127,0.0027978131441907554,0.5828335336100959
2024-09-16 08:00:00,0.0012560087769220532,0.0009107090354764595,0.5754995690759895
2024-09-16 12:00:00,-0.00044807279868433545,-0.000853734330886613,0.6761025536704627
2024-09-16 16:00:00,0.0016250822040479573,0.0012001011555939918,0.7083017474232758
2024-09-16 20:00:00,0.0005868611681338897,0.00015165818771034037,0.7253383007059155
2024-09-17 00:00:00,-0.0012964767745351755,-0.0017143416680767479,0.6964414892359541
2024-09-17 04:00:00,0.0008555457436405327,0.00041909424980519564,0.7274191563922285
2024-09-17 08:00:00,0.001766636561726897,0.0013267159095837655,0.7332010869052192
2024-09-17 12:00:00,0.003011848506554441,0.0026244193674541086,0.645715231833887
2024-09-17 16:00:00,0.0021034906646949037,0.0017201041889407763,0.6389774595902122
2024-09-17 20:00:00,0.003115973566393954,0.0027490994221237458,0.6114569071170141
2024-09-18 00:00:00,0.004605999600391233,0.004234650568761687,0.6189150527159105
2024-09-18 04:00:00,0.00025928043863628915,-0.00017492870892286418,0.7236819125985889
2024-09-18 08:00:00,0.0015546516070231236,0.0011058833817161476,0.7479470421782932
2024-09-18 12:00:00,-0.001361756540555692,-0.0017953083656905204,0.7225863752247141
2024-09-18 16:00:00,-7.665985292299024e-05,-0.0004931507780165073,0.6941515418225285
2024-09-18 20:00:00,0.005386828038681889,0.004979424244150431,0.6790063242190958
2024-09-19 00:00:00,0.0017389199091483436,0.0013271534345489094,0.6862774576657238
2024-09-19 04:00:00,0.0003206884202959722,-0.00010744010496728968,0.7135475421054365
2024-09-19 08:00:00,0.0012206137196793736,0.0008176004663046485,0.671688755624542
2024-09-19 12:00:00,0.0018923821385839826,0.0014735172147364605,0.6981082064125368
2024-09-19 16:00:00,0.004545088983484299,0.004082943571692269,0.7702423529867171
2024-09-19 20:00:00,-0.002072210028578158,-0.002477174911201425,0.674941471038778
